Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,dropout,student_id
19,64,Medium,Medium,1,7,56,Medium,1,0,Low,Medium,Private,Neutral,4,0,High School,Near,Female,62,1,953
12,63,Medium,Medium,0,8,56,Low,1,4,Medium,Medium,Public,Positive,4,0,College,Moderate,Male,61,1,954
25,60,Medium,Low,0,6,71,Low,1,2,High,Medium,Public,Positive,2,0,High School,Near,Male,63,1,955
9,80,Medium,Low,1,4,52,Low,1,1,High,Medium,Public,Positive,2,0,Postgraduate,Near,Female,63,1,956
24,66,High,Medium,1,7,71,Low,1,1,Low,High,Public,Neutral,3,0,High School,Near,Male,66,1,957
19,67,Medium,Low,1,8,55,Medium,0,0,Medium,High,Private,Positive,4,0,High School,Near,Male,62,1,958
9,78,Medium,Medium,0,7,98,Low,1,3,Low,Medium,Public,Positive,2,0,High School,Near,Male,64,1,959
17,76,Medium,Medium,1,8,79,Low,0,1,Low,Medium,Public,Neutral,4,1,Postgraduate,Far,Female,63,1,960
16,71,High,Low,1,6,77,Low,1,4,Medium,Medium,Public,Neutral,5,1,College,Moderate,Male,64,1,961
15,62,Low,High,0,10,96,Low,1,0,Medium,High,Private,Positive,4,0,High School,Far,Male,62,1,962
19,61,High,Low,1,10,67,Low,0,1,Medium,Medium,Public,Positive,6,0,Postgraduate,Near,Female,63,1,963
7,69,Low,Medium,0,9,82,Low,1,1,Medium,High,Private,Positive,3,0,Postgraduate,Near,Female,61,1,964
4,69,Medium,High,1,6,99,Medium,1,0,Medium,High,Public,Neutral,2,0,High School,Moderate,Male,61,1,965
10,71,Medium,High,1,6,86,Medium,1,1,Medium,Low,Public,Negative,2,1,Postgraduate,Near,Male,62,1,966
21,64,Low,High,1,6,51,Low,1,0,High,Low,Public,Negative,3,0,College,Moderate,Female,61,1,967
21,61,Medium,Medium,1,6,93,Low,1,3,Medium,High,Private,Neutral,3,0,High School,Near,Female,65,1,968
13,87,Low,Medium,0,10,54,Low,1,2,Low,Medium,Public,Positive,2,0,High School,Moderate,Female,63,1,969
12,61,Medium,Medium,1,7,81,Medium,1,2,High,Medium,Public,Neutral,3,0,College,Far,Male,62,1,970
13,63,Medium,Medium,0,10,73,Low,1,2,Low,High,Public,Negative,3,0,Postgraduate,Moderate,Male,61,1,971
19,69,Medium,Medium,1,7,82,Low,0,2,Low,Medium,Public,Neutral,3,0,College,Near,Male,64,1,972
14,65,Medium,High,1,9,97,Low,1,3,Low,High,Public,Positive,4,0,High School,Near,Female,65,1,973
18,60,Medium,High,0,5,91,Low,1,2,Low,Medium,Public,Negative,4,1,High School,Near,Male,62,1,974
24,73,Medium,Medium,1,5,50,Low,1,1,Low,Medium,Public,Negative,2,0,High School,Near,Male,63,1,975
15,64,High,Medium,0,5,78,Medium,1,2,Low,Medium,Public,Positive,2,0,High School,Moderate,Male,63,1,976
24,67,Medium,Medium,0,10,64,Low,1,1,Low,Medium,Public,Positive,2,1,College,Far,Female,62,1,977
17,64,Medium,High,1,8,67,Medium,1,3,Low,Medium,Public,Negative,3,0,College,Near,Male,64,1,978
7,74,Medium,Medium,1,6,66,Low,1,1,Low,High,Private,Positive,2,0,High School,Near,Female,61,1,979
12,98,Low,Medium,0,9,59,Low,1,1,High,Medium,Public,Neutral,2,0,Postgraduate,Near,Female,67,1,980
12,72,Medium,Medium,1,6,54,Low,1,3,Low,Medium,Public,Positive,2,0,Postgraduate,Near,Male,63,1,981
23,74,Medium,High,1,6,57,Low,0,1,High,High,Private,Neutral,3,0,College,Near,Male,67,1,982
12,77,Low,Medium,0,7,64,Low,1,2,High,High,Public,Positive,4,0,College,Moderate,Female,64,1,983
19,82,High,Medium,1,6,58,Low,1,2,Medium,High,Private,Positive,3,0,College,Near,Female,68,1,984
20,77,Low,Low,0,6,59,Low,1,1,High,Medium,Public,Negative,2,0,High School,Moderate,Female,62,1,985
14,70,Medium,High,1,7,53,Low,1,0,Medium,Medium,Public,Negative,3,0,High School,Moderate,Male,61,1,986
16,61,Low,Medium,1,4,51,Low,1,1,Low,Medium,Public,Neutral,3,0,High School,Near,Male,59,1,987
7,75,Medium,Medium,0,7,98,Low,0,1,Low,High,Public,Positive,3,0,College,Near,Male,62,1,988
7,79,Low,High,1,9,85,Medium,1,0,Medium,Medium,Public,Negative,2,0,High School,Near,Male,62,1,989
7,63,Low,Medium,0,5,97,Medium,1,1,Low,Medium,Public,Neutral,2,0,High School,Near,Female,59,1,990
15,67,Low,Medium,1,6,83,Low,1,3,Medium,Low,Public,Positive,3,0,High School,Moderate,Male,62,1,991
17,63,Medium,Medium,1,8,59,Medium,1,1,Low,High,Public,Positive,1,0,Postgraduate,Moderate,Male,62,1,992
9,69,High,High,1,10,92,Medium,1,2,Low,Medium,Private,Neutral,3,0,Postgraduate,Near,Male,65,1,993
12,67,Medium,Medium,1,8,65,Low,1,1,High,Medium,Public,Neutral,3,0,High School,Moderate,Male,61,1,994
16,62,Medium,Medium,0,7,88,Medium,1,1,Low,High,Public,Neutral,1,0,High School,Near,Female,62,1,995
20,65,High,Medium,1,8,71,Low,1,2,Low,Medium,Private,Neutral,3,1,College,Near,Female,63,1,996
16,69,Medium,High,1,4,54,Medium,1,4,Low,Low,Public,Positive,4,0,College,Near,Female,65,1,997
19,61,High,Medium,0,10,64,Medium,1,3,Low,Medium,Public,Positive,3,0,High School,Moderate,Male,63,1,998
10,66,Medium,Medium,0,4,74,Low,1,2,Low,Medium,Public,Negative,2,0,High School,Moderate,Male,59,1,999
13,78,Medium,Low,1,5,54,Low,1,2,Low,High,Public,Positive,3,1,College,Near,Male,62,1,1000
14,63,Low,Low,1,9,72,Medium,1,3,Low,Low,Public,Positive,4,1,High School,Near,Female,59,1,1001
23,64,Medium,High,0,4,71,Low,1,2,Medium,Medium,Public,Negative,1,0,Postgraduate,Near,Male,65,1,1002
8,73,Medium,High,1,4,80,Low,1,0,Low,High,Public,Neutral,4,0,College,Moderate,Male,62,1,1003
13,69,Medium,Medium,1,7,72,Low,1,2,High,Medium,Public,Positive,2,0,High School,Moderate,Female,63,1,1004
17,68,Medium,Medium,1,7,63,Medium,0,0,Low,Medium,Public,Neutral,3,0,High School,Moderate,Male,61,1,1005
12,67,High,Medium,1,9,57,Low,1,0,Low,Medium,Private,Positive,2,0,College,Moderate,Male,61,1,1006
19,67,Medium,Low,0,10,50,Medium,1,0,High,Medium,Public,Positive,3,0,High School,Near,Male,62,1,1007
11,90,Low,Low,1,8,59,Low,1,1,Low,High,Public,Positive,4,0,High School,Near,Male,64,1,1008
20,81,Low,Medium,1,6,61,Low,0,0,Low,Medium,Public,Positive,4,1,High School,Near,Female,63,1,1009
14,66,Medium,Medium,1,10,63,Low,1,0,Low,Medium,Public,Positive,3,0,High School,Moderate,Male,60,1,1010
9,88,Low,Medium,1,5,93,Low,1,2,Medium,Medium,Public,Neutral,4,0,Postgraduate,Near,Male,66,1,1011
16,60,Medium,Low,0,8,87,Low,1,0,Low,Low,Public,Positive,5,0,High School,Near,Male,60,1,1012
12,85,High,High,0,8,58,Low,1,1,Low,High,Public,Positive,3,0,Postgraduate,Near,Male,67,1,1013
15,69,Medium,High,0,8,92,Low,1,0,Low,Medium,Public,Neutral,1,0,College,Moderate,Male,63,1,1014
23,67,High,High,1,8,69,Low,1,1,High,Medium,Public,Neutral,2,0,High School,Near,Female,67,1,1015
14,75,High,Medium,0,8,52,Medium,1,3,Medium,Medium,Public,Neutral,1,0,Postgraduate,Near,Male,65,1,1016
17,69,Medium,Medium,0,10,56,Medium,1,1,Medium,Medium,Public,Neutral,4,0,High School,Near,Female,63,1,1017
11,73,Medium,High,0,5,58,Medium,0,0,Medium,Medium,Private,Positive,4,0,College,Near,Male,62,1,1018
23,76,Medium,High,1,6,52,Low,1,3,Medium,Medium,Public,Neutral,4,0,College,Moderate,Male,67,1,1019
16,63,Medium,Medium,0,8,79,Medium,1,2,Low,High,Public,Positive,3,0,College,Moderate,Male,63,1,1020
23,62,High,High,1,7,67,Low,1,1,Low,Medium,Public,Negative,4,0,Postgraduate,Moderate,Female,65,1,1021
15,69,Low,Medium,1,9,62,Low,1,2,Medium,High,Public,Neutral,3,0,High School,Moderate,Male,62,1,1022
13,64,Medium,High,1,5,72,Medium,1,2,Medium,Medium,Private,Neutral,2,0,Postgraduate,Moderate,Male,63,1,1023
8,82,High,Low,0,4,59,Medium,1,1,Medium,Medium,Public,Neutral,2,0,College,Near,Male,62,1,1024
15,64,Low,Low,1,9,84,Low,1,0,Medium,Medium,Public,Neutral,3,0,College,Far,Male,59,1,1025
13,81,Low,Medium,1,6,85,Low,1,1,Low,Medium,Private,Neutral,3,0,High School,Moderate,Male,63,1,1026
22,63,Low,High,1,4,86,Low,1,0,Low,High,Public,Neutral,4,0,College,Near,Female,64,1,1027
12,69,High,High,1,7,53,Low,1,2,Low,High,Public,Neutral,3,0,College,Near,Male,64,1,1028
9,72,Medium,High,1,10,91,Medium,0,1,High,Medium,Public,Neutral,2,0,High School,Far,Female,62,1,1029
17,61,Low,High,1,7,75,Medium,0,2,Medium,High,Public,Negative,4,0,College,Near,Female,62,1,1030
15,60,High,Medium,0,7,63,Low,1,0,Low,High,Public,Positive,1,1,High School,Far,Female,58,1,1031
26,69,High,Medium,0,9,55,Low,1,1,Low,Medium,Public,Neutral,3,0,College,Near,Male,66,1,1032
18,69,Medium,Low,1,5,73,Low,1,1,Low,High,Public,Positive,4,0,Postgraduate,Moderate,Male,64,1,1033
17,70,Medium,Medium,1,6,79,Low,1,2,Medium,Medium,Public,Positive,3,0,High School,Near,Female,64,1,1034
21,67,Low,High,0,7,70,Low,1,2,Low,Medium,Private,Negative,2,0,Postgraduate,Moderate,Female,63,1,1035
19,79,Medium,Medium,1,8,57,Low,1,2,Low,Low,Public,Positive,3,0,High School,Moderate,Male,65,1,1036
23,66,Medium,Medium,0,7,76,Low,1,1,High,Medium,Public,Neutral,2,0,College,Moderate,Male,64,1,1037
13,77,Low,High,0,6,85,Low,1,2,Low,Medium,Public,Neutral,4,0,Postgraduate,Near,Female,65,1,1038
14,65,Medium,High,0,9,69,Low,1,4,Medium,Medium,Public,Neutral,3,0,College,Near,Male,64,1,1039
17,64,High,Low,1,10,63,Medium,1,0,High,Medium,Public,Positive,3,0,High School,Moderate,Female,62,1,1040
26,61,Medium,Medium,0,7,64,Low,1,0,Medium,Medium,Private,Negative,3,0,Postgraduate,Near,Male,63,1,1041
18,84,Medium,Low,1,9,68,Low,1,0,Medium,High,Private,Negative,2,0,Postgraduate,Near,Female,66,1,1042
19,67,High,Medium,1,8,92,Low,1,2,High,Medium,Public,Neutral,5,0,Postgraduate,Moderate,Female,68,1,1043
15,65,Medium,Medium,1,7,69,Medium,1,1,High,Medium,Public,Neutral,3,0,Postgraduate,Near,Female,64,1,1044
11,78,Low,High,1,8,65,Medium,1,0,Medium,Medium,Private,Neutral,2,0,High School,Near,Female,62,1,1045
12,68,High,Medium,1,6,68,Low,1,2,Medium,Medium,Public,Positive,4,0,College,Near,Male,64,1,1046
24,63,Medium,Low,0,6,99,Low,0,0,Low,Medium,Public,Positive,3,0,High School,Moderate,Female,62,1,1047
13,84,Low,Medium,0,10,71,Low,1,1,Medium,High,Public,Neutral,3,0,College,Moderate,Male,64,1,1048
11,78,Medium,Low,1,7,98,Low,1,2,Medium,Medium,Public,Neutral,3,0,High School,Near,Female,64,1,1049
12,71,Medium,High,1,8,78,Low,1,2,Medium,Medium,Public,Negative,2,0,Postgraduate,Near,Female,64,1,1050
19,67,Medium,Medium,1,6,55,Low,1,1,Medium,Medium,Public,Neutral,4,0,High School,Near,Male,63,1,1051
15,69,High,Low,1,6,75,Medium,0,2,Low,High,Public,Positive,2,0,High School,Near,Female,63,1,1052
18,64,Medium,High,1,5,76,Low,1,1,Low,Medium,Public,Positive,4,0,High School,Moderate,Male,64,1,1053
13,66,High,High,0,6,98,Low,1,1,High,High,Public,Positive,2,0,High School,Near,Male,65,1,1054
21,65,Medium,High,1,8,67,Low,0,1,Low,Medium,Public,Positive,4,0,High School,Near,Female,64,1,1055
10,63,Medium,High,0,4,77,Low,0,3,Low,Medium,Private,Neutral,3,0,High School,Near,Male,60,1,1056
17,79,Low,High,0,8,62,Low,1,1,Low,Medium,Public,Neutral,3,0,High School,Near,Female,64,1,1057
22,69,Medium,Medium,0,8,89,Low,0,0,Low,High,Public,Positive,5,0,High School,Moderate,Female,64,1,1058
25,68,Low,Medium,1,8,53,Low,1,2,Medium,Medium,Public,Neutral,3,0,College,Moderate,Female,64,1,1059
14,74,Low,Medium,1,7,66,Medium,1,0,Medium,High,Private,Negative,3,0,Postgraduate,Near,Male,63,1,1060
8,67,Medium,Medium,1,7,92,Medium,1,0,High,High,Private,Positive,2,0,College,Near,Male,63,1,1061
20,63,Low,Medium,1,7,75,Low,1,2,Medium,High,Public,Neutral,2,0,High School,Near,Female,63,1,1062
21,71,High,Medium,0,9,78,Low,1,2,Medium,Medium,Public,Neutral,4,0,High School,Near,Male,66,1,1063
20,70,Low,Medium,0,8,64,Low,1,0,Low,Low,Private,Positive,3,0,High School,Far,Male,61,1,1064
14,69,High,Medium,1,4,71,Medium,1,1,Medium,Medium,Public,Positive,4,0,High School,Near,Female,64,1,1065
19,68,Medium,Low,1,8,75,Low,1,1,Medium,Medium,Private,Neutral,4,0,Postgraduate,Near,Male,64,1,1066
17,67,Medium,Medium,0,6,59,Medium,1,0,Medium,Medium,Public,Negative,3,0,High School,Near,Female,61,1,1067
13,61,Medium,Low,1,8,85,Medium,1,4,Low,Medium,Private,Neutral,3,0,College,Moderate,Male,61,1,1068
13,62,Low,Medium,1,9,87,Medium,1,1,Low,Medium,Public,Negative,1,0,College,Moderate,Male,60,1,1069
7,84,Medium,High,0,7,67,Medium,1,1,Medium,Medium,Private,Neutral,3,0,College,Near,Male,64,1,1070
11,83,Medium,Low,1,6,55,Low,1,0,Low,Medium,Public,Positive,4,1,Postgraduate,Near,Female,62,1,1071
13,70,Medium,Medium,0,7,87,Medium,1,1,Low,Low,Public,Neutral,5,0,High School,Near,Male,62,1,1072
17,60,Low,Low,1,7,61,Medium,1,1,Low,Medium,Public,Positive,4,0,Postgraduate,Near,Female,61,1,1073
16,92,High,Low,1,6,58,Low,1,0,High,Medium,Private,Positive,4,0,High School,Near,Female,67,1,1074
8,71,High,Medium,1,5,77,Medium,0,0,High,Medium,Public,Neutral,4,0,High School,Moderate,Female,61,1,1075
13,65,Low,High,1,6,73,Medium,1,0,Low,Medium,Private,Positive,3,0,Postgraduate,Near,Female,62,1,1076
13,60,High,High,0,7,70,Medium,1,1,Medium,Medium,Public,Negative,3,0,College,Far,Female,61,1,1077
24,70,Medium,High,0,6,54,Low,1,1,High,Medium,Public,Neutral,1,0,High School,Moderate,Female,64,1,1078
15,86,High,Medium,1,8,66,Low,1,0,Medium,High,Private,Positive,5,0,College,Near,Male,68,1,1079
9,65,Low,Medium,1,7,89,Medium,1,2,Low,Medium,Public,Positive,4,0,High School,Moderate,Male,61,1,1080
18,76,Medium,Medium,0,8,88,Low,1,1,Medium,Medium,Public,Neutral,4,0,College,Near,Female,66,1,1081
16,65,Medium,Medium,0,5,77,Medium,1,1,High,High,Public,Positive,3,0,High School,Moderate,Male,63,1,1082
17,65,Medium,Medium,0,7,65,Medium,1,0,High,Medium,Private,Neutral,4,0,High School,Moderate,Male,62,1,1083
13,66,Medium,Medium,1,7,66,Low,1,3,Medium,Medium,Public,Negative,2,0,College,Near,Female,62,1,1084
16,64,Medium,Medium,0,7,65,Medium,1,2,Medium,High,Public,Neutral,4,0,High School,Near,Male,63,1,1085
8,71,High,Medium,0,8,55,High,1,1,Low,High,Public,Positive,2,0,College,Moderate,Male,62,1,1086
22,63,Medium,Medium,1,4,54,Medium,1,0,Medium,Medium,Private,Positive,3,0,High School,Moderate,Male,62,1,1087
21,76,Medium,Medium,1,7,64,Low,1,1,Medium,High,Private,Positive,2,0,High School,Moderate,Male,66,1,1088
29,72,Low,Medium,0,5,50,Low,1,0,Low,Medium,Public,Neutral,4,0,High School,Near,Female,64,1,1089
22,72,Low,High,0,6,78,Low,0,1,Low,High,Public,Neutral,3,0,Postgraduate,Near,Male,65,1,1090
6,76,Medium,Medium,1,8,63,Medium,1,5,Medium,Medium,Public,Neutral,3,0,College,Near,Male,64,1,1091
18,79,Low,High,0,4,74,Low,1,2,Low,Medium,Public,Negative,1,0,High School,Near,Female,64,1,1092
18,86,High,Medium,0,8,53,Low,1,5,Low,High,Private,Negative,3,0,High School,Near,Male,68,1,1093
19,87,High,Medium,0,8,50,Low,1,0,High,High,Public,Neutral,2,0,High School,Near,Female,67,1,1094
16,61,High,Medium,1,7,82,Medium,1,2,Low,Medium,Public,Negative,3,0,High School,Near,Female,63,1,1095
7,68,High,Medium,0,9,74,Medium,1,1,Low,High,Public,Positive,3,0,High School,Near,Female,62,1,1096
5,65,Low,High,0,7,71,Medium,1,0,Low,Medium,Private,Negative,2,0,College,Far,Male,56,1,1097
19,65,Low,High,0,10,58,Medium,1,2,Medium,High,Private,Positive,3,0,Postgraduate,Moderate,Female,64,1,1098
21,70,Medium,Medium,0,8,74,Low,1,2,Medium,Medium,Public,Positive,3,0,Postgraduate,Far,Male,65,1,1099
11,75,Low,High,0,8,64,Medium,1,3,Low,Medium,Public,Neutral,3,1,College,Moderate,Female,62,1,1100
24,61,Medium,Medium,0,10,64,Low,1,0,Low,Medium,Private,Positive,3,0,High School,Near,Female,62,1,1101
11,69,Low,Medium,1,8,65,Low,1,0,Low,Medium,Public,Negative,2,0,College,Moderate,Male,58,1,1102
16,66,Medium,Low,0,9,56,Medium,1,0,Low,High,Private,Positive,4,1,College,Near,Female,60,1,1103
16,62,Low,Low,0,7,89,High,1,0,Medium,Medium,Public,Neutral,3,0,High School,Far,Female,59,1,1104
14,62,Medium,Medium,0,5,64,Medium,1,2,Low,Medium,Public,Neutral,3,0,College,Near,Male,61,1,1105
13,93,Medium,High,1,7,51,Low,1,1,Low,High,Private,Neutral,3,0,High School,Near,Female,67,1,1106
18,85,Medium,Medium,1,6,57,Low,1,2,Medium,High,Public,Neutral,2,0,Postgraduate,Moderate,Male,67,1,1107
10,67,High,High,0,6,61,Medium,1,0,Low,High,Private,Neutral,2,0,High School,Near,Female,61,1,1108
17,77,High,Medium,1,4,77,Low,1,0,Medium,Medium,Private,Positive,4,0,High School,Near,Female,66,1,1109
19,64,High,Medium,0,9,57,Low,1,0,Medium,High,Private,Neutral,3,0,High School,Near,Female,62,1,1110
20,63,Medium,Medium,0,7,72,Low,1,3,Low,High,Public,Negative,5,1,Postgraduate,Near,Male,63,1,1111
14,74,High,Medium,0,5,63,Low,0,2,Low,High,Private,Positive,3,0,College,Far,Female,63,1,1112
18,61,Low,Low,0,9,54,Medium,1,0,Medium,Medium,Public,Neutral,2,0,College,Near,Female,59,1,1113
20,81,Low,Medium,0,6,54,Low,1,0,Low,Low,Public,Positive,2,0,College,Moderate,Female,63,1,1114
17,65,High,High,0,9,55,Medium,1,1,Medium,Medium,Public,Positive,2,0,High School,Near,Male,64,1,1115
15,70,Medium,Medium,0,6,73,Low,1,2,Medium,Low,Public,Positive,4,0,High School,Moderate,Male,63,1,1116
22,71,Medium,Medium,1,8,56,Low,1,0,Medium,High,Public,Neutral,2,0,Postgraduate,Near,Male,65,1,1117
22,60,Medium,Medium,1,5,52,Medium,1,0,Low,Medium,Public,Negative,2,0,High School,Near,Female,61,1,1118
19,84,Medium,Medium,1,7,56,Low,1,2,Low,Medium,Public,Neutral,3,0,High School,Moderate,Female,65,1,1119
12,97,Medium,Low,1,7,69,Low,1,0,Low,High,Public,Positive,5,0,High School,Near,Female,67,1,1120
22,80,Low,Low,0,4,57,Low,1,1,Low,Medium,Public,Neutral,3,0,Postgraduate,Moderate,Male,64,1,1121
14,70,Medium,Medium,1,9,51,Low,1,1,Low,High,Public,Negative,4,0,College,Near,Male,62,1,1122
19,68,Low,High,0,10,97,Low,0,0,Low,Medium,Public,Positive,3,0,College,Far,Female,62,1,1123
15,83,Medium,Low,1,7,83,Low,1,1,High,Medium,Public,Neutral,2,0,Postgraduate,Near,Female,66,1,1124
14,61,Medium,Medium,1,7,93,Low,1,3,Medium,High,Public,Negative,2,0,High School,Moderate,Male,62,1,1125
3,96,High,High,1,10,62,Medium,1,3,Low,Medium,Private,Neutral,4,0,High School,Far,Male,66,1,1126
16,72,Medium,High,0,5,53,Medium,1,1,High,High,Public,Positive,3,0,College,Near,Male,65,1,1127
19,61,Medium,Medium,0,6,66,Medium,1,0,High,Medium,Public,Neutral,1,0,High School,Near,Male,61,1,1128
20,66,Medium,High,1,6,91,Low,1,0,Medium,High,Public,Negative,5,0,High School,Far,Male,65,1,1129
15,68,Medium,High,0,6,55,Medium,0,0,High,Medium,Private,Positive,3,0,High School,Near,Female,62,1,1130
15,74,Low,Low,0,10,71,Medium,1,0,Low,High,Public,Negative,2,0,Postgraduate,Near,Male,61,1,1131
10,76,Medium,Low,1,7,79,Low,1,3,Medium,Medium,Private,Neutral,4,0,High School,Far,Female,62,1,1132
12,90,Medium,Low,1,7,87,Low,1,2,Low,High,Public,Neutral,2,0,Postgraduate,Far,Male,66,1,1133
14,74,High,High,1,6,96,Low,1,2,Low,High,Public,Neutral,4,0,College,Near,Male,68,1,1134
17,65,High,High,1,8,72,Low,1,1,Low,Medium,Public,Positive,4,0,College,Moderate,Male,65,1,1135
12,73,Low,Medium,0,7,82,Medium,0,1,Low,Medium,Public,Positive,3,0,High School,Far,Male,60,1,1136
14,69,High,Medium,0,6,55,Medium,1,3,Low,Low,Private,Positive,2,0,High School,Moderate,Male,62,1,1137
16,71,High,High,1,7,72,Low,1,1,Medium,Low,Private,Neutral,4,0,College,Moderate,Female,65,1,1138
19,61,Medium,High,0,7,97,Low,1,0,Medium,High,Public,Negative,3,1,College,Far,Male,62,1,1139
19,76,Low,High,1,10,70,Low,1,1,Low,Medium,Public,Negative,3,0,College,Far,Female,63,1,1140
20,77,High,Medium,0,8,55,Low,1,1,Medium,Medium,Public,Negative,3,0,College,Far,Female,64,1,1141
7,89,High,Low,1,6,53,Medium,1,3,Low,High,Private,Neutral,2,0,High School,Moderate,Male,64,1,1142
9,64,Medium,Low,1,10,68,Low,1,0,Medium,Medium,Private,Negative,3,0,High School,Near,Male,57,1,1143
15,67,Low,Medium,1,5,65,Medium,1,4,Medium,Medium,Private,Negative,2,0,College,Near,Male,63,1,1144
17,71,Medium,Medium,1,6,58,Medium,1,3,Medium,Medium,Private,Positive,3,1,High School,Near,Male,64,1,1145
14,77,High,Low,0,7,54,Medium,1,1,Medium,High,Public,Negative,2,0,High School,Moderate,Male,62,1,1146
14,83,Low,Low,0,4,81,Low,1,1,Low,Medium,Public,Negative,4,1,High School,Moderate,Male,61,1,1147
19,80,High,Low,0,6,63,Low,1,1,Low,Medium,Public,Neutral,3,0,High School,Near,Male,64,1,1148
14,76,Low,Medium,0,7,64,Medium,1,3,Medium,Medium,Private,Positive,3,0,College,Near,Male,64,1,1149
12,67,High,Medium,0,7,58,Medium,1,0,High,Medium,Public,Neutral,2,1,High School,Far,Male,59,1,1150
15,63,Medium,Medium,1,6,86,Low,1,4,High,Medium,Public,Positive,5,0,High School,Near,Male,65,1,1151
12,79,Medium,Medium,1,7,99,Low,1,2,Medium,Medium,Public,Negative,2,1,High School,Near,Female,64,1,1152
13,91,Medium,Low,1,9,71,Low,1,1,Low,Medium,Public,Positive,2,0,College,Far,Male,64,1,1153
16,61,High,Medium,1,7,81,Low,1,2,Medium,Medium,Public,Neutral,1,0,High School,Near,Female,63,1,1154
19,73,Medium,Medium,1,6,64,Low,1,4,Medium,Medium,Public,Positive,5,1,College,Near,Female,66,1,1155
10,63,High,Medium,0,9,59,Low,1,0,Medium,High,Public,Positive,5,0,Postgraduate,Moderate,Male,61,1,1156
10,64,Medium,Low,0,9,76,Low,1,1,Low,Medium,Private,Positive,1,0,High School,Near,Female,58,1,1157
23,72,Low,Medium,1,4,66,Low,0,3,Low,Medium,Private,Positive,4,0,Postgraduate,Near,Female,66,1,1158
19,62,High,Low,1,8,60,Medium,1,1,Low,Medium,Public,Positive,2,0,College,Far,Female,61,1,1159
6,66,High,Medium,1,7,62,Low,1,2,Low,Medium,Public,Neutral,4,0,Postgraduate,Near,Male,61,1,1160
5,93,Low,Low,0,7,63,Medium,1,2,Medium,High,Public,Neutral,3,0,Postgraduate,Near,Male,64,1,1161
15,78,High,Low,1,7,77,Low,1,0,High,Medium,Public,Neutral,3,0,College,Near,Male,65,1,1162
18,61,Low,Medium,1,7,67,Medium,1,5,High,High,Public,Positive,2,0,Postgraduate,Near,Male,66,1,1163
13,71,Low,Low,0,9,73,Low,1,1,High,High,Private,Neutral,3,0,High School,Moderate,Male,61,1,1164
10,65,Low,High,0,7,55,Medium,1,0,Low,High,Public,Neutral,3,0,High School,Near,Female,59,1,1165
19,63,Medium,Medium,1,6,78,Low,1,3,Medium,Medium,Public,Neutral,2,1,College,Near,Male,63,1,1166
20,66,Medium,Medium,1,6,55,Low,1,1,High,High,Public,Negative,3,0,Postgraduate,Moderate,Female,64,1,1167
21,70,Low,Low,0,8,73,Low,1,0,High,Medium,Public,Neutral,4,0,College,Near,Male,63,1,1168
13,60,High,Low,0,10,64,Low,1,1,Medium,Medium,Public,Neutral,4,0,College,Far,Male,59,1,1169
16,64,Medium,High,1,7,70,Medium,1,5,Low,Low,Public,Positive,4,0,High School,Moderate,Male,65,1,1170
11,68,High,Medium,1,5,87,Medium,1,1,Low,Medium,Public,Positive,4,1,High School,Far,Male,62,1,1171
7,96,High,Low,0,6,50,Medium,1,1,High,Medium,Private,Negative,3,0,College,Near,Male,65,1,1172
14,80,High,Medium,0,10,56,Low,1,1,Low,Medium,Public,Positive,3,0,Postgraduate,Moderate,Female,65,1,1173
14,77,Medium,Medium,1,6,77,Low,1,1,Low,High,Private,Neutral,2,0,College,Near,Male,64,1,1174
12,90,High,High,0,8,67,Low,1,2,Low,Low,Public,Neutral,3,0,High School,Near,Female,67,1,1175
9,64,Medium,High,1,6,99,Medium,1,6,Low,High,Public,Positive,6,1,High School,Moderate,Male,65,1,1176
7,62,High,Medium,1,7,74,Medium,1,3,Medium,Medium,Public,Neutral,3,0,Postgraduate,Near,Female,62,1,1177
16,72,Low,Medium,0,9,52,Medium,1,1,Medium,High,Public,Negative,1,1,College,Moderate,Female,60,1,1178
16,66,Medium,Medium,1,7,95,Low,1,1,Medium,Medium,Public,Positive,4,0,College,Near,Male,65,1,1179
10,98,Medium,Low,1,10,66,Low,1,1,Low,High,Public,Negative,2,0,College,Near,Female,66,1,1180
22,62,Low,Medium,0,8,60,Low,0,0,Medium,High,Public,Positive,2,0,College,Near,Male,61,1,1181
22,72,Medium,High,1,7,62,Low,1,5,High,Medium,Private,Neutral,2,0,College,Moderate,Female,68,1,1182
6,80,Medium,Medium,1,9,92,Low,1,5,Low,Medium,Public,Neutral,2,0,Postgraduate,Moderate,Male,65,1,1183
11,74,High,Medium,0,8,68,Low,1,0,Medium,Medium,Public,Positive,3,0,High School,Moderate,Male,62,1,1184
11,68,Low,High,1,8,50,Low,1,2,Low,High,Private,Positive,4,0,High School,Near,Female,61,1,1185
18,83,Medium,High,1,6,64,Low,0,1,Medium,High,Private,Negative,3,0,High School,Near,Female,66,1,1186
12,88,High,Medium,0,6,52,Low,0,1,Medium,High,Public,Negative,1,0,High School,Near,Male,63,1,1187
